talkid;name;role;bio
970be4fe328e443ecc841ded5b0f6fda;Rita Zhang;Principal Software Engineer, Microsoft;Rita Zhang is a software engineer at Microsoft, based in San Francisco. She is on the Azure Cloud Native Compute team building features for Kubernetes upstream and for Azure Kubernetes Service. Rita is passionate about open source and running distributed workloads at scale.
78e9febc060209d6d05394d6b991d038;Ying Chun Guo;Software Engineer, IBM;Ying Chun Guo, known as “Daisy”, is an open source developer in IBM China development lab. She has several years experiences in open source communities, starting from OpenOffice, then OpenStack, and recently serverless platforms Apache OpenWhisk and Knative. She was the first... Read More →
78e9febc060209d6d05394d6b991d038;Shaojun Ding;Software Engineer, IBM;Iris Ding works in IBM Open Technoloty team now and has rich experience about Open source development, middleware production development and cloud monitoring experience. Her current focus is Kubernetes, Service Mesh and Istio. She is also Apache CXF comitter and Istio Member... Read More →
943f9083d40347b392bac34ed6133c99;John Joyce;Principal Engineer, Cisco Systems;John is a principal engineer at Cisco responsible for developing cloud infrastructure and solutions. As part of the Cloud CTO Office, John currently focuses on contributing to the Kubernetes & Istio communities and building multicloud solutions. Previously, John was an active contributor... Read More →
943f9083d40347b392bac34ed6133c99;Tim Swanson;Senior Technical Leader, Cisco;Tim is a senior technical lead engineer at Cisco in the office of the CTO for Cloud Platform & Solutions. Tim’s current focuses are on multicloud solutions, service meshes, and contributing to related opensource communities—primarily, Istio. Previously, Tim was an active contributor... Read More →
a47afd9fdc56ba10640e231dc88ad84d;Mike Brown;Containerd Maintainer, IBM;Open Source Software Engineer, Containerd, OCI, Kubernetes, container runtimes, IBMer, github.com/IBM/cap, Inventor, Coach, PC Gamer, and Proud Father.
a47afd9fdc56ba10640e231dc88ad84d;Wei Fu;Software Engineer, Alibaba;neovimer/vimer, contributor of containerd, a Spurs fan.
553fada275c50f921e6f27623b29ed1b;Rael Garcia Arnes;Site Reliability Engineer, CAPSiDE;
553fada275c50f921e6f27623b29ed1b;Zach Corleissen;Lead Technical Writer, Linux Foundation;
1e147c41e7c26236447f03e5585027ab;Tim Hockin;Principal Software Engineer, Google;Tim is a Principal Software Engineer at Google, where he works on the Kubernetes and Google Container Engine (GKE). He is a co-founder of the project, and he is responsible for topics like networking, storage, node, federation, resource isolation, and cluster sharing. |  Before Kubernetes... Read More →
1835bec967c9728bf92d3ffcb09cfc08;Aaron Crickenberger;Senior Test Engineer, Google;Aaron has participated in open source since 2007, cloud since 2009, and Kubernetes since 2015. He co-founded the Kubernetes Testing SIG, and has served on the Kubernetes Steering Committee since its inception in 2017. He has participated in every Kubernetes release since v1.4 and... Read More →
1835bec967c9728bf92d3ffcb09cfc08;William Denniss;Product Manager, Google;William is a Product Manager at Google on Google Kubernetes Engine. He chairs the Kubernetes Conformance working group, and has a passion for interoperability and developer experience. Previously he worked in the OAuth community, authoring RFC 8252 and creating AppAuth, the leading... Read More →
1835bec967c9728bf92d3ffcb09cfc08;Hippie Hacker;Software Engineer, ii.coop;Hippie Hacker's unique approach to storytelling includes practical application of technology with a focus on humanity as a whole. He has a lifelong interest in the creation of vehicles of viral generosity. |   |  Though his travels started in an avocado green Volkswagen bus, they... Read More →
1835bec967c9728bf92d3ffcb09cfc08;Dan Kohn;Executive Director, Cloud Native Computing Foundation;Dan is Executive Director of the Cloud Native Computing Foundation, which sustains and integrates open source technologies like Kubernetes and Prometheus. He also helped create the Linux Foundation's Core Infrastructure Initiative as an industry-wide response to the security vulnerabilities demonstrated by Heartbleed.He previously served as CTO of several startups, including Spreemo, a healthcare marketplace, and Shopbeam, a shoppable ads company. Earlier, he was a general partner at Skymoon Ventures, a seed-stage... Read More →
d1577ac91b685ec539c45c607debcb31;Maru Newby;Software Developer, Red Hat;Maru works as a software developer for Red Hat on the OpenShift Multicluster team. One of his key responsibilities is to foster the growth of the Federation V2 project. Prior to Federation, he hacked on networking for OpenShift and OpenStack.
d1577ac91b685ec539c45c607debcb31;Irfan Ur Rehman;Senior Engineer, Huawei;Irfan is a senior engineer with Huawei Technologies and is currently associated with the cloud platforms team. In his current role he is part of the engineering group that works as a bridge between the kubernetes open source project and Huawei's adaptation of the same in its cloud... Read More →
4442e3011f8a7243be99f831e321d1ac;Quinton Hoole;Technical Vice President, Futurewei;https://www.linkedin.com/in/quintonhoole/YouTube me for previous presentations.CNCF TOC Member
4442e3011f8a7243be99f831e321d1ac;Irene Zhang;Researcher, Microsoft Research & University of Washington;Irene is a researcher at Microsoft Research Redmond and affiliate faculty at the University of Washington. Her research focuses on distributed systems and operating systems, especially for mobile devices and datacenters. |   |  https://www.youtube.com/watch?v=yE3eMxYJDiE&t=146s
cad2ad7d110b35859be3ea487d11d3e3;Arnaud Caron;Cloud Transformation Portfolio Manager, Mediakind;Arnaud Caron is responsible for defining the architecture transition of the MediaKind portfolio to components in line with the microservices and cloud accelerating Media Innovation and enabling orchestration for operations. |  Caron joined Ericsson through the acquisition of Envivio... Read More →
cad2ad7d110b35859be3ea487d11d3e3;Jerome Champetier;Senior Technology Architect, Mediakind;Jerome is Senior Technology Architect, Media Processing & Delivery at MediaKind where he is working on shaping next generation media processing products and solutions. He focuses on the new technology required to deliver the best quality of experience for streaming media. |   |  Prior... Read More →
3ad948679243c5b1a4be92206089cd31;Josh Hoak;Software Engineer, Google;Josh has been a software engineer at Google for the last 7 years, the 3 of which have been on Google Kubernetes Engine. Most recently, Josh has led efforts to improve the GKE release systems and provide better reliability for managing GKE's fleet of Kubernetes clusters.
3ad948679243c5b1a4be92206089cd31;Kobi Magnezi;Product Manager, Google;Kobi joined Google last year as a product manager for GKE. He is a seasoned product and technology management professional with 19 years of experience in digital channels and advanced technology. Kobi is focusing on running K8s at scale on GCP while meeting customer demands. Most... Read More →
f369a27979d02f3508f1893d44c53bda;Aaron Crickenberger;Senior Test Engineer, Google;Aaron has participated in open source since 2007, cloud since 2009, and Kubernetes since 2015. He co-founded the Kubernetes Testing SIG, and has served on the Kubernetes Steering Committee since its inception in 2017. He has participated in every Kubernetes release since v1.4 and... Read More →
f369a27979d02f3508f1893d44c53bda;Rithu Leena;Senior Software Engineer, Lyft;Rithu Leena John is an active member of the Kubernetes community. She currently works in the infrastructure org at Lyft where Kubernetes is her daily bread and butter. Prior to Lyft, Rithu was at CoreOS where she worked on operators, security and enterprise solutions for Kubernetes... Read More →
f369a27979d02f3508f1893d44c53bda;Ashley McNamara;Cloud Developer Advocate, Microsoft;Ashley is a 20-year tech industry veteran, starting from homebrew hardware all the way through cloud evangelism, community management, and mentorship. She is currently a Developer Advocate for Microsoft, with a focus on Cloud Native tools and the Go community. She is also an active... Read More →
f369a27979d02f3508f1893d44c53bda;Stephen Augustus;Sr. Cloud Native Architect, VMware;Stephen Augustus is an active leader in the Kubernetes community. He currently serves as the Product Management Chair for Kubernetes, and a Chair for both the Release and Azure SIGs. |   |  Stephen's job at VMware includes driving meaningful interactions between internal teams and... Read More →
f369a27979d02f3508f1893d44c53bda;Noah Kantrowitz;Infrastructure Team Lead, Ridecell;Noah Kantrowitz is a web developer turned infrastructure automation enthusiast, and all around engineering rabble-rouser. By day he runs an infrastructure team at Ridecell and by night he makes candy and stickers. He is an active member of the DevOps community, and enjoys merge commits... Read More →
6e1968a7e53281c1ae2355b989f1eea2;(Haining Henry) Zhang;Technical Director, VMware;Henry Zhang is the Chief Architect of China R&D, VMware. His primary role is to lead the development and incubation of projects on emerging technologies, including container, blockchain and AI. He was the founder of CNCF’s Project Harbor. Henry was the first evangelist in China... Read More →
6e1968a7e53281c1ae2355b989f1eea2;Yang Yu;Software Engineer, VMware;Yang is a staff engineer of China R&D, VMware. She's working on Kubernetes CNI plugin, focusing on providing CNI plugin for VMware NSX transformers product. Before joining in the Kubernetes community, Yang worked for OpenStack open source project for 4 years. She was familiar with... Read More →
